"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 04 12:12:17 GMT 2025","Sat Jan 04 12:12:18 GMT 2025","1328","AI Job Interview Coach Staging API","C:/Users/visha/IdeaProjects/AI_Coach","Interview","Interview","LoginUser_POST","LoginUser_POST",""
"passed","Sat Jan 04 12:12:23 GMT 2025","Sat Jan 04 12:12:27 GMT 2025","3528","AI Job Interview Coach Staging API","C:/Users/visha/IdeaProjects/AI_Coach","Interview","Interview","GetQuestionFeedback_POST","GetQuestionFeedback_POST",""
"passed","Sat Jan 04 12:12:16 GMT 2025","Sat Jan 04 12:12:16 GMT 2025","725","AI Job Interview Coach Staging API","C:/Users/visha/IdeaProjects/AI_Coach","Auth","Auth","UserDetails_GET","UserDetails_GET",""
"passed","Sat Jan 04 12:12:19 GMT 2025","Sat Jan 04 12:12:21 GMT 2025","2091","AI Job Interview Coach Staging API","C:/Users/visha/IdeaProjects/AI_Coach","Interview","Interview","InterviewerDetails_GET","InterviewerDetails_GET",""
"passed","Sat Jan 04 12:12:21 GMT 2025","Sat Jan 04 12:12:23 GMT 2025","2138","AI Job Interview Coach Staging API","C:/Users/visha/IdeaProjects/AI_Coach","Interview","Interview","ChatWithPersona_POST","ChatWithPersona_POST",""
"passed","Sat Jan 04 12:12:27 GMT 2025","Sat Jan 04 12:12:28 GMT 2025","780","AI Job Interview Coach Staging API","C:/Users/visha/IdeaProjects/AI_Coach","Interview","Interview","AddAnswer_POST","AddAnswer_POST",""
"passed","Sat Jan 04 12:12:16 GMT 2025","Sat Jan 04 12:12:17 GMT 2025","706","AI Job Interview Coach Staging API","C:/Users/visha/IdeaProjects/AI_Coach","Auth","Auth","LogoutUser_POST","LogoutUser_POST",""
"passed","Sat Jan 04 12:12:18 GMT 2025","Sat Jan 04 12:12:19 GMT 2025","770","AI Job Interview Coach Staging API","C:/Users/visha/IdeaProjects/AI_Coach","Interview","Interview","InterviewList_GET","InterviewList_GET",""
"passed","Sat Jan 04 12:12:33 GMT 2025","Sat Jan 04 12:12:34 GMT 2025","700","AI Job Interview Coach Staging API","C:/Users/visha/IdeaProjects/AI_Coach","Interview","Interview","SaveQuestionAnswer_POST","SaveQuestionAnswer_POST",""
"passed","Sat Jan 04 12:12:28 GMT 2025","Sat Jan 04 12:12:32 GMT 2025","4215","AI Job Interview Coach Staging API","C:/Users/visha/IdeaProjects/AI_Coach","Interview","Interview","EndInterviewChat_POST","EndInterviewChat_POST",""
"passed","Sat Jan 04 12:12:34 GMT 2025","Sat Jan 04 12:12:34 GMT 2025","707","AI Job Interview Coach Staging API","C:/Users/visha/IdeaProjects/AI_Coach","Interview","Interview","EditSavedAnswer_PUT","EditSavedAnswer_PUT",""
"passed","Sat Jan 04 12:12:32 GMT 2025","Sat Jan 04 12:12:33 GMT 2025","954","AI Job Interview Coach Staging API","C:/Users/visha/IdeaProjects/AI_Coach","Interview","Interview","AllSavedQAList_GET","AllSavedQAList_GET",""
"passed","Sat Jan 04 12:12:34 GMT 2025","Sat Jan 04 12:12:35 GMT 2025","964","AI Job Interview Coach Staging API","C:/Users/visha/IdeaProjects/AI_Coach","Interview","Interview","RecentInterviews_GET","RecentInterviews_GET",""
"passed","Sat Jan 04 12:12:12 GMT 2025","Sat Jan 04 12:12:16 GMT 2025","3734","AI Job Interview Coach Staging API","C:/Users/visha/IdeaProjects/AI_Coach","Auth","Auth","LoginUser_POST","LoginUser_POST",""
